ad_id,ad_name,ad_description,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,average_price,number_rented,revenue,latitude,longitude
53474976,Apartamento Meia Praia- Lateral Mar- 3 dormitórios,Viva momentos inesquecíveis neste lugar único e ideal para famílias e pertinho da melhor praia de Santa Catarina.,2.00,3.00,3.00,Espaço inteiro: apartamento,1202.64,341,410100.00,-27.14,-48.59
28979932,"AP novo no centro de Meia Praia, ótima localização","Ap duas vagas de garagem  andar alto, sacada com churrasqueira com vista para mar, aproximadamente 300mts da praia , próximo padaria, shopping, farmácia, cx econômica, supermercado , no centro da meia praia.",2.00,2.00,2.00,Espaço inteiro: apartamento,966.11,422,407700.00,-27.13,-48.60
51544345,Cobertura Dúplex! 5 suítes! 20m da praia!!,"Cobertura maravilhosa para você ter as férias perfeitas! ao lado da praia, conta com uma cozinha super equipada, churrasqueira grande, piscina aquecida privativa (aquecida apenas entre os meses de setembro e abril por um custo adicional de R$50,00 por dia) e sala ampla tudo integrado no 2 andar! no primeiro andar conta com 5 suítes e área para estudo/escritório, sem contar as 3 vagas de garagem!!!",5.00,5.00,5.00,Espaço inteiro: condomínio,2128.01,191,406450.00,-27.14,-48.59
47133695,Apartamento Inteiro  na Meia -Praia Itapema SC,"100 Metros da praia ,Ao lado de supermercado, ao lado da academias,  perto de todos Bancos,farmácias , lojas ,restaurantes, cafeterias, comércio. Bem na zona central da meia praia . Unidade na cobertura do edifício. Linda vista para cidade e para o mar.",2.00,2.00,3.00,Espaço inteiro: apartamento,1257.32,321,403600.00,-27.13,-48.61
739240768798926064,"3 Suítes,2 garagem,30 metros do mar,lindo decorado","Ótimo apartamento, alto padrão, localizado no coração de Meia Praia, perto restaurantes, a uma quadra do novo supermercado Koch, ao lado do Restaurante Oba Oba.  Um apartamento por andar permitindo maior privacidade.",3.00,3.00,5.00,Espaço inteiro: condomínio,1049.46,384,402991.00,-27.14,-48.59
53334769,Apartamento de Luxo no Centro da Meia Praia!,"Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado. A menos de 200 mta da Praia, BANCO, FARMÁCIA, MERCADO, CARTÓRIO.",4.00,4.00,4.00,Espaço inteiro: apartamento,1634.67,246,402130.00,-27.13,-48.61
722556290324902184,Sobrado de 3 quartos com piscina frente mar,Reconecte-se a quem você mais ama neste lugar ideal para famílias.,2.00,3.00,6.00,Espaço inteiro: townhouse,1192.45,331,394700.00,-27.15,-48.57
12931525,Amplo apto e ótima localização Meia Praia Itapema,"Amplo apartamento e super bem localizado a cerca de 250 metros da praia, localizado na Rua 252 em Meia Praia, Itapema, em frente ao shopping Russi & Russi. O imóvel conta com uma vaga de garagem, 3 quartos amplos, sendo que a suíte tem sacada e ar condicionado os demais cômodos apenas ventiladores. A sacada é enorme e conta com uma ótima churrasqueira. O apto é equipado com todos os utensílios domésticos, tem tv e Wi-Fi gratuito.",2.00,3.00,3.00,Espaço inteiro: apartamento,1133.33,348,394400.00,-27.13,-48.60
22014712,EXCELENTE APARTAMENTO PRÓXIMO À PRAIA,"SUÍTE CASAL COM CAMA BOX QUEEN SMART TV AR CONDICIONADO E SACADA   DORMITÓRIO COM 02 CAMAS BOX SOLTEIRO (FORMAM CASAL KING) TV AR CONDICIONADO E SACADA  DORMITÓRIO CASAL COM CAMA BOX CASAL SMART TV E VENTILADOR   BANHEIRO SOCIAL  SMART TV SALA   INTERNET WI-FI  GELADEIRA, FOGÃO, ACESSÓRIOS DE COZINHA E LOUÇA EM GERAL   MICROONDAS  MÁQUINA DE LAVAR ROUPA  SACADA COM CHURRASQUEIRA  GARAGEM PRIVATIVA PARA 01 CARRO  PRÓXIMO DE MERCADO, SORVETERIA, FARMÁCIA, LOJAS E RESTAURANTES  OBS: TRAZER COBERTAS",2.00,3.00,4.00,Espaço inteiro: apartamento,975.99,404,394300.00,-27.10,-48.62
739006870197257987,(280) Casa moderna e confortável,"Raridade: casa para 8 pessoas em excelente localização, na rua 280.   Um LAR com amplo espaço para convivência, com cozinha, sala, churrasqueira, varanda coberta.   3 quartos grandes e 2 banheiros espaçosos para acomodar com conforto até 8 pessoas.",2.00,3.00,8.00,Espaço inteiro: casa,1444.55,271,391472.00,-27.14,-48.60
723730363541361267,Apartament amplo vista encantadora e churrasqueira,"Vocês estarão perto de tudo ao ficar neste lugar bem-localizado, fica a 650 metros da praia, apenas 5 minutos de caminhada. Possui supermercados, farmácias, bares e restaurantes, todo tipo de comércio nas proximidades, a 39 minutos do Beto Carrero, 1:15h até Blumenau onde acontece a oktuber fest, 57 min até Florianópolis e 17 min até Balnéario Cambúriu, outra boa sujestão é conhecer Pomerode que fica a 1:33h que é um pedacinho da Alemanhã, 26 min até Bombinhas! É só escolher e se divertir ;)",2.00,3.00,6.00,Espaço inteiro: apartamento,1161.42,337,391400.00,-27.13,-48.60
40479311,"Apto Grande,3 quartos com Ar,  2 garagens, S.Russi","Ap. amplo, 3 quartos com Ar, acomoda 08 pessoas , 2 garagens inclusive camionetes, cozinha completa de utensílios e eletros, Todas as janelas e sacada têm tela de proteção, elevador e lava pés. ***Roupas de Cama e banho não são fornecidas.",2.00,3.00,5.00,Espaço inteiro: apartamento,840.35,464,389923.00,-27.13,-48.60
40843465,Apartamento 3 quartos próximo ao mar,"Excelente apartamento com 3 quartos sendo: 01 suítes  02 quartos com ar condicionado e 1 com ventilador de teto; 1 banheiro social; Cozinha; Ampla sacada com churrasqueira; Sala de estar com televisão; Capacidade para até 08 pessoas; Localizado a 150 metros da praia, super bem localizado perto de tudo. 47.999157099  Valores Temporada 2019/2020: Virada do ano R$ 1.000,00 Janeiro/ Fevereiro R$ 700,00 Carnaval R$ 1.000,00  Taxa de Limpeza R$250,00  VIRADA DO ANO MÍNIMO 7 DIÁRIAS",2.00,3.00,3.00,Espaço inteiro: apartamento,1400.00,275,385000.00,-27.12,-48.61
47096976,Itapema 200 reais diária,"Apartamento novo 2 quadras da praia, bem localizado, Wi-Fi, churrasqueira  1 vaga de garagem",2.00,2.00,2.00,Espaço inteiro: apartamento,1565.00,245,383425.00,-27.12,-48.61
47018336,Linda casa de frente para o mar,"Cozinha: com variedade se louças  LAVANDERIA: Ferro de passar roupa, máquina de lavar 10kg faz tudo, tanque. SALA: TV, espreguiçadeira, sofá e poltronas. LAVABO Garagem para 2 automóveis  Churrasqueira: tábuas para carne, espetos, grelhas. 1°suíte: cama Queen, cama auxiliar e roupeiro, TV, ar condicionado, sacada 2°: Cama box, colchonete, roupeiro, TV, ar condicionado, 3°:Cama King, cama auxiliar, guarda-roupas, TV, ar condicionado, frigobar, sacada Temos WiFi Alarme 24horas",3.00,3.00,7.00,Espaço inteiro: casa,691.95,548,379191.00,-27.15,-48.58
756997201912524343,Apartamento para férias totalmente mobiliado,"Apartamento totalmente mobiliado a 200m da praia.   Conta com 3 quartos sendo 2 suítes, sacada espaçosa com churrasqueira.  Diferenciais: - Ar-condicionado em todos os quartos e na sala - Cervejeira  - Wi-Fi  - Smart TV 50” - Duas vagas de garagem  - Cozinha com geladeira e freezer  - Chuveiros com aquecimento a gás  - Mercado e farmácia na mesma rua",3.00,3.00,4.00,Espaço inteiro: apartamento,1253.31,302,378500.00,-27.12,-48.61
53239347,"Excelente apt de 3 suítes, 2 vagas garagem. Lindo!","Amplo apartamento localizado numa das melhores ruas de Meia Praia (Itapema - SC) próximo ao mar, supermercado, padarias. 3 suítes, sacada ampla com churrasqueira, 2 vagas de garagem e lavanderia. Muito bem equipado com tudo novo (primeira temporada de locação).",3.00,3.00,3.00,Espaço inteiro: apartamento,952.07,397,377970.00,-27.14,-48.60
49169919,"Cobertura frente Mar,ideal para família e amigos",nan,3.00,3.00,4.00,Espaço inteiro: apartamento,943.75,400,377500.00,-27.13,-48.60
38638326,CONFORTO E REQUINTE NA SANTA E BELA CATARINA,"Belíssimo e luxuoso apartamento novo, com 03 suítes, salas de estar e jantar, com ar condicionado frio e quente. Varanda ampla com churrasqueira, cozinha e área de serviço bem equipadas, wi-fi e 02 vagas de garagem. Itapema - SC,  no centro da Meia Praia e a 02 quadras do mar.  Completa estrutura comercial até 02 quadras de distância: shopping, supermercados, bancos, farmácias, padarias, restaurantes, clínicas, salões de beleza e academias. Atendimento personalizado, com qualidade e segurança.",3.00,3.00,4.00,Espaço inteiro: apartamento,870.90,430,374487.00,-27.13,-48.60
41268010,Apto aluguel verão temporada Meia Praia Itapema,"Apto, super confortável, bem ventilado, frente sul, muito bem localizado, 50 mts do mar, e parque para crianças na beira da praia e em frente ao prédio, próximo a 2 mercados, farmácia, bancos, shopping, estacionamento e demais comércio. Todos quartos com ar condicionada e cama box bem novas. Ampla sacada com churrasqueira e vista pro mar.",2.00,3.00,4.00,Espaço inteiro: apartamento,898.55,413,371100.00,-27.12,-48.61
38933407,Acorde no último andar com vista pro mar!,"Apartamento lateral em último andar, com vista ampla e em frente ao mar de Itapema. Reserve seu espaço no Edifício Summer Place, ele fica em frente à praia, praticamente beijando as ondas do mar. Apartamento de alto padrão completo para veranear com tranquilidade e conforto acima da média.",3.00,3.00,6.00,Espaço inteiro: apartamento,1700.00,217,368900.00,-27.10,-48.61
749348739677929615,Curta o melhor das férias neste lindo Apartamento,"Leve toda a família a este ótimo lugar com muito espaço para se divertir.          Apartamento com 3 quartos, sendo 1 suíte; todos os quartos e a sala possuem ar condicionado, lavanderia ampla, alguns metros da praia (pé na areia), uma cidade apaixonante, próximo de Balneário Camboriú, Itapema, Bombinhas.          Mercados, restaurantes beira mar, pizzaria, farmácia, tudo o que você precisa para passar o melhor das suas férias!",2.00,3.00,3.00,Espaço inteiro: apartamento,1200.00,305,366000.00,-27.15,-48.57
22230032,Casa com piscina temporada Itapema,MÍNIMO DE 07(SETE) NOITES PRO REVEILLON E CARNAVAL.   * Piscina; * 150 metros da praia; * Acomoda 11 (onze) pessoas;  * 04 (quatro) camas da casal; * 02 (duas) camas de solteiro;  * 03 (três) banheiros;  * Área de lazer com churrasqueira e freezeres;  * Wi-fi; * Tv a cabo (todos os canais liberados) na sala e um dos quartos; * Ar condicionado em todos os quartos;  * Ventilador de teto e piso; * Garagem para 04 (quatro) carros; * Cozinha completa; * Lavanderia. * Excelente área de lazer.,3.00,3.00,5.00,Espaço inteiro: casa,1203.33,300,361000.00,-27.10,-48.62
32283944,AP Meia Praia - Pertinho do mar,"Apartamento no coração da Meia Praia, muito perto de MC Donalds e BK. Localizado a 80 metros do mar. Preparamos algumas dicas exclusivas para você aproveitar melhor sua estadia.",2.00,2.00,1.00,Espaço inteiro: apartamento,850.00,424,360400.00,-27.13,-48.60
41111971,"Apartamento Duplex, 150 metros da praia","Aproveite para descansar e relaxar na melhor região de meia praia. Apartamento Duplex, com 1 suíte, 4 quartos, 2 banheiros, lavação com máquina de lavar e secar, cozinha ampla e toda equipada, churrasqueira privativa, e 2 vagas de garagem. Rede na varanda para um momento relax, ventilador de teto em todos os quartos (caso a brisa do mar fique em falta), e apenas a 150 metros do mar.",3.00,5.00,5.00,Espaço inteiro: apartamento,1072.32,336,360300.00,-27.14,-48.59
40158005,Apartamento frente para o mar.,"Apartamento amplo, contendo uma suíte e mais dois quartos de casal , sala  de TV e copa integrada, cozinha com área de serviço e terraço, sacada em todo o perímetro do apartamento com churrasqueira.  Com vista para o mar, contemplando as praias de Itapema, Meia praia e Porto Belo. Apartamento arejado com todos os quartos com ar condicionado, wi-fi. Próximo ao mirante. Garagem privativa para 2 carros.",2.00,3.00,5.00,Espaço inteiro: apartamento,980.00,367,359660.00,-27.09,-48.61
41082173,Apto 3 suítes - quadra mar,"Apartamento novo, 3 suítes, próximo à praia, ar condicionado em todos os cômodos, com churrasqueira e cervejeira, 4 garagens, 3 camas queen e 4 colchões de solteiro com roupa de cama e toalhas. Uma quadra do mar. Equipado com lavadora de louça, máquina de lavar roupa. Próximo à padaria e mercado.",3.00,3.00,9.00,Espaço inteiro: apartamento,687.39,522,358820.00,-27.14,-48.59
35520112,Refúgio Malbec,"Apartamento belamente decorado, para você se sentir em casa. Os dois quartos contam com cama de casal, sendo um deles  uma ampla suíte e uma Demi suíte. Banheiros com ótima iluminação. Sala de estar conta com sofá-cama super confortável e painel com TV. Sala de jantar com mesa para seis pessoas, aparador, cozinha com eletrodomésticos, forno elétrico, forno micro-ondas e refrigerador.  Boa iluminação e ventilação.  Necessário preenchimento de fichas de identificação e verificação condominial.",2.00,2.00,2.00,Espaço inteiro: apartamento,890.85,402,358120.00,-27.13,-48.61
762281119140381406,Apto Família em Itapema/SC,"Venha curtir suas férias de Verão nesse duplex proxímo do tudo em Itapema/SC, com 03 Quartos sendo uma Suíte,  ampla área de convivencia, com uma vaga de garagem. Localizado em uma rua tranquila. Contando com WiFi e tv para sua comodidade.",2.00,3.00,3.00,Espaço inteiro: apartamento,1240.00,288,357120.00,-27.09,-48.62
39051477,"4 SUÍTES, 3 VAGAS, QUADRA MAR, CENTRAL","MARAVILHOSO E AMPLO APTO 4 SUÍTES (SENDO UMA COM BANHEIRA - HIDRO DESATIVADA), 3 VAGAS GARAGEM, QUADRA DO MAR, LOCALIZAÇÃO PRIVILEGIADA DE MEIA PRAIA, NA ESQUINA DO MC DONALDS, PERTINHO DE TODO O COMÉRCIO, SUPERMERCADOS, PADARIAS, FARMÁCIAS, BANCOS, RESTAURANTES, CHOPERIAS, SORVETERIAS, COM VISTA PANORÂMICA DO MAR.",4.00,4.00,4.00,Espaço inteiro: apartamento,1422.80,250,355700.00,-27.13,-48.60
52582287,Condomínio FRENTE MAR,nan,2.00,3.00,5.00,Espaço inteiro: condomínio,998.00,355,354290.00,-27.13,-48.60
46381164,Casa com piscina/ampla área de lazer em Porto Belo,"Casa padrão com ampla área de lazer, ótima opção para aproveitar com a família e amigos.",2.00,2.00,2.00,Espaço inteiro: bangalô,2300.00,154,354200.00,-27.16,-48.60
41132407,Apartamento andar alto para temporada,"Lindo apartamento de cobertura pra locação de temporada - finamente mobiliado Meia praia - Itapema/Sc 3 suítes com ar condicionado e cama box  Ar condicionado na sala Wi-Fi  2 vagas de garagem privativa Churrasqueira na sacada  Piscina, sala de jogos e academia Capacidade para até 8 adultos",4.00,3.00,3.00,Espaço inteiro: apartamento,828.77,424,351400.00,-27.13,-48.61
47505362,APTO AMPLO COM LINDA VISTA PRO MAR NA MEIA PRAIA!,"Apartamento grande, com linda vista para o mar na Meia Praia! Apartamento grande, com 138m2, vaga dupla de garagem para 2 carros, super bem localizado, estando a 200mts da praia, a 100 metros de supermercado, farmácia e padaria... Está a poucas quadras do shopping Russi & Russi e dos principais bancos da cidade. Aqui você estará na melhor região da Meia Praia para curtir suas férias!",2.00,4.00,6.00,Espaço inteiro: apartamento,954.76,368,351350.00,-27.13,-48.61
53673115,Sobrado amplo e super confortável a 800m da praia.,"Excelente sobrado finamente mobiliado e super confortável, apenas 800m da praia, possibilitando assim uma experiência incrível e confortável para os hóspedes.  Para uma melhor estadia,  esta em uma localização privilegiada próximo a mercados, farmácias, restaurantes.",2.00,2.00,3.00,Espaço inteiro: casa,1200.00,292,350400.00,-27.16,-48.58
757170251145585262,Casa pé na areia! Espetacular. Perequê-SC,"Casa ESPETACULAR pé na areia, na praia de Perequê. Leve toda a família a este ótimo lugar com muito espaço para se divertir e aproveitar. Aconchegante, lugar tranquilo e familiar. Localizada próxima do centro de Itapema, das belas praias de Porto Belo, Bombinhas, Mariscal e Zimbros. Aproveite e traga sua família.",3.00,3.00,3.00,Espaço inteiro: townhouse,1200.00,292,350400.00,-27.15,-48.58
757789292882748679,Casa Villa M pés na areia,"Casa de frente para a praia com churrasqueira, 3 quartos (2 com ar condicionado e 1 com ventilador), 3 banheiros, lavanderia, cozinha e garagem para até 3 carros.  Bem Vindos ao Villa M.",3.00,3.00,4.00,Espaço inteiro: casa,986.34,355,350150.00,-27.15,-48.58
45711835,Apto amplo com excelente localização na Meia Praia,"Apartamento grande, com 140m2, vaga dupla de garagem para 2 carros médios, super bem localizado, estando a 200mts da praia, a 100 metros de supermercado, farmácia e padaria... está a poucas quadras do shopping Russi & Russi e a 400mts dos principais bancos da cidade. Aqui você estará na melhor região da Meia Praia para curtir suas férias!",2.00,4.00,6.00,Espaço inteiro: apartamento,964.63,361,348230.00,-27.12,-48.61
31556344,Casa a 30m da praia,"Casa confortável em Porto Belo localizada pertinho da praia de Perequê, basta atravessar a rua. Perto de supermercados, bares, farmácias, padaria e restaurantes. Possui ar condicionado em todos os quartos e cozinha bem equipada. Possui também TV a cabo. Lugar perfeito para passar suas férias!",4.00,4.00,6.00,Espaço inteiro: casa,1000.15,344,344050.00,-27.15,-48.58
52582512,"(226-1201 Bali)Apto novo  3 suites, vista mar","Apartamento novo, bem arejado,no último andar de apartamento, sacada com vista mar, rua 226, n.330, no Vergara Residence.  Finamente mobiliado, com 3 suites, cama box 1.58, 04 ar condicionado, Internet, sacada com churrasqueira equipada  e fechamento de reike.  03 vagas de garagem, sendo uma vaga dupla no andar térreo  e uma vaga simples no G1.  Localizacao rua Rest.Cabral M.Praia, perto  mercado, farmácia, banco, restaurante. período  20 dez a 05 janeiro mínimo  5 a 10 diaria a ser analisado",3.00,3.00,3.00,Espaço inteiro: apartamento,950.00,362,343900.00,-27.13,-48.61
40836223,Casa com piscina Pereque Porto Belo SC,nan,3.00,6.00,7.00,Espaço inteiro: casa,1188.85,287,341200.00,-27.15,-48.59
44850705,Apartamento frente mar Balneario Perequê,"Apartamento frente mar, amplio 126m2.  Boa localização, mar e só cruzar a rua,fica na praia Balneário Perequê entre Itapema e Bombinhas, 1km do parque aquático. com restaurante, mercado perto.  Conta com 3 dormitorios sendo 1 suíte, 1 vaga de garagem tendo terreno do lado para outros carros.",2.00,3.00,3.00,Espaço inteiro: apartamento,800.00,424,339200.00,-27.15,-48.58
558444710150656498,Apartamento Itapema,Cobertura/duplex com vista mar no centro de Itapema,5.00,4.00,6.00,Espaço inteiro: apartamento,1000.00,339,339000.00,-27.10,-48.61
